views	n_tweets	n_tweeted	n_viewers
763	186.0	1116304.0	2923.0
764	169.0	1116473.0	3036.0
765	193.0	1116666.0	2928.0
766	173.0	1116839.0	3016.0
767	195.0	1117034.0	2886.0
768	169.0	1117203.0	2949.0
769	173.0	1117376.0	2853.0
770	189.0	1117565.0	2963.0
771	198.0	1117763.0	2979.0
772	177.0	1117940.0	2945.0
773	177.0	1118117.0	2951.0
774	174.0	1118291.0	2853.0
775	197.0	1118488.0	2807.0
776	173.0	1118661.0	2841.0
777	162.0	1118823.0	2872.0
778	166.0	1118989.0	2820.0
779	211.0	1119200.0	2879.0
780	167.0	1119367.0	2748.0
781	164.0	1119531.0	2794.0
782	181.0	1119712.0	2815.0
783	175.0	1119887.0	2671.0
784	159.0	1120046.0	2872.0
785	163.0	1120209.0	2768.0
786	188.0	1120397.0	2816.0
787	183.0	1120580.0	2702.0
788	202.0	1120782.0	2730.0
789	197.0	1120979.0	2753.0
790	185.0	1121164.0	2793.0
791	154.0	1121318.0	2751.0
792	152.0	1121470.0	2727.0
793	169.0	1121639.0	2651.0
794	190.0	1121829.0	2675.0
795	173.0	1122002.0	2669.0
796	184.0	1122186.0	2583.0
797	173.0	1122359.0	2612.0
798	187.0	1122546.0	2705.0
799	185.0	1122731.0	2625.0
800	179.0	1122910.0	2666.0
801	182.0	1123092.0	2673.0
802	178.0	1123270.0	2605.0
803	161.0	1123431.0	2576.0
804	183.0	1123614.0	2554.0
805	172.0	1123786.0	2620.0
806	178.0	1123964.0	2589.0
807	162.0	1124126.0	2586.0
808	167.0	1124293.0	2543.0
809	165.0	1124458.0	2601.0
810	191.0	1124649.0	2552.0
811	163.0	1124812.0	2546.0
812	156.0	1124968.0	2656.0
813	144.0	1125112.0	2560.0
814	152.0	1125264.0	2495.0
815	175.0	1125439.0	2561.0
816	162.0	1125601.0	2536.0
817	163.0	1125764.0	2494.0
818	156.0	1125920.0	2530.0
819	164.0	1126084.0	2526.0
820	172.0	1126256.0	2536.0
