views	n_tweets	n_tweeted	n_viewers
828	54.0	298854.0	2452.0
829	55.0	298909.0	2435.0
830	37.0	298946.0	2349.0
831	54.0	299000.0	2397.0
832	58.0	299058.0	2394.0
833	48.0	299106.0	2455.0
834	33.0	299139.0	2364.0
835	60.0	299199.0	2338.0
836	49.0	299248.0	2404.0
837	43.0	299291.0	2326.0
838	51.0	299342.0	2351.0
839	38.0	299380.0	2370.0
840	31.0	299411.0	2308.0
841	43.0	299454.0	2262.0
842	45.0	299499.0	2318.0
843	53.0	299552.0	2338.0
844	55.0	299607.0	2270.0
845	50.0	299657.0	2276.0
846	50.0	299707.0	2261.0
847	42.0	299749.0	2376.0
848	49.0	299798.0	2274.0
849	39.0	299837.0	2401.0
850	43.0	299880.0	2260.0
851	35.0	299915.0	2298.0
852	45.0	299960.0	2281.0
853	45.0	300005.0	2291.0
854	47.0	300052.0	2190.0
855	46.0	300098.0	2290.0
856	52.0	300150.0	2205.0
857	49.0	300199.0	2249.0
858	52.0	300251.0	2297.0
859	50.0	300301.0	2275.0
860	47.0	300348.0	2232.0
861	51.0	300399.0	2357.0
862	48.0	300447.0	2226.0
863	62.0	300509.0	2210.0
